model,rating,games,wins,draws
shoot_left_ppo (without embedding)_checkpoint_2867200.pth,1512.78,208,111,4
league_ppo (score reward)_checkpoint_12200000.pth,1512.39,121,56,8
league_ppo_real (score reward)_checkpoint_2100000.pth,1511.82,327,181,10
league_ppo (misc rewards)_checkpoint_3600000.pth,1511.14,150,69,7
league_ppo_real (score reward)_checkpoint_5800000.pth,1510.67,621,279,58
league_ppo_real (score reward)_checkpoint_7300000.pth,1509.86,138,72,9
league_ppo (score reward)_checkpoint_13000000.pth,1509.83,112,62,1
league_ppo_regular (score reward)_checkpoint_2700000.pth,1509.44,188,110,2
league_ppo_real (score reward)_checkpoint_8000000.pth,1509.27,390,184,27
league_ppo (score reward)_checkpoint_2100000.pth,1508.88,180,82,5
league_ppo (score reward)_checkpoint_3100000.pth,1508.84,334,158,7
shoot_left_ppo (without embedding)_checkpoint_2310144.pth,1508.78,328,174,3
league_ppo_real (score reward)_checkpoint_7900000.pth,1508.66,345,155,21
shoot_left_ppo (without embedding)_checkpoint_2146304.pth,1508.56,131,69,6
league_ppo (score reward)_checkpoint_30000000.pth,1508.40,214,100,16
league_ppo_real (score reward)_checkpoint_7600000.pth,1508.37,225,107,10
league_ppo_real (score reward)_checkpoint_3400000.pth,1508.31,102,53,1
league_ppo_regular (score reward)_checkpoint_1200000.pth,1507.29,98,51,3
league_ppo (score reward)_checkpoint_22800000.pth,1507.04,112,51,7
league_ppo (score reward)_checkpoint_20500000.pth,1506.54,177,77,18
league_ppo (misc rewards)_checkpoint_5300000.pth,1506.53,91,45,7
league_ppo_real (score reward)_checkpoint_7400000.pth,1506.36,266,131,12
shoot_left_ppo (without embedding)_checkpoint_2752512.pth,1506.36,256,140,5
league_ppo (misc rewards)_checkpoint_2700000.pth,1505.44,136,69,5
league_ppo (score reward)_checkpoint_7000000.pth,1505.15,874,245,282
shoot_left_ppo (without embedding)_checkpoint_2801664.pth,1504.62,88,45,1
shoot_left_ppo (without embedding)_checkpoint_2408448.pth,1504.58,170,84,6
league_ppo (misc rewards)_checkpoint_1300000.pth,1504.41,607,280,15
league_ppo (score reward)_checkpoint_16300000.pth,1503.61,304,155,3
shoot_left_ppo (without embedding)_checkpoint_2375680.pth,1503.46,315,154,10
league_ppo (score reward)_checkpoint_10800000.pth,1502.98,319,129,9
league_ppo_real (score reward)_checkpoint_6400000.pth,1502.25,125,60,4
league_ppo_regular (score reward)_checkpoint_10800000.pth,1501.94,535,218,56
shoot_left_ppo (without embedding)_checkpoint_2031616.pth,1501.38,244,113,5
league_ppo_regular (score reward)_checkpoint_1600000.pth,1501.32,72,37,1
league_ppo (score reward)_checkpoint_18300000.pth,1500.78,197,96,7
league_ppo_regular (score reward)_checkpoint_1000000.pth,1500.41,271,119,13
league_ppo (score reward)_checkpoint_18100000.pth,1498.51,172,87,10
shoot_left_ppo (without embedding)_checkpoint_1507328.pth,1497.40,345,140,9
shoot_left_ppo (without embedding)_checkpoint_2998272.pth,1497.09,312,155,5
league_ppo (score reward)_checkpoint_3900000.pth,1495.41,149,76,2
shoot_left_ppo (without embedding)_checkpoint_1998848.pth,1495.31,292,148,4
shoot_left_ppo (without embedding)_checkpoint_2670592.pth,1494.86,330,168,7
league_ppo_real (score reward)_checkpoint_1700000.pth,1494.52,335,186,13
league_ppo_real (score reward)_checkpoint_8800000.pth,1494.34,350,143,28
league_ppo (misc rewards)_checkpoint_1100000.pth,1493.61,127,66,1
shoot_left_ppo (without embedding)_checkpoint_2441216.pth,1493.16,100,50,0
league_ppo_real (score reward)_checkpoint_13000000.pth,1492.80,152,76,8
league_ppo (score reward)_checkpoint_29900000.pth,1492.56,108,60,4
shoot_left_ppo (without embedding)_checkpoint_1982464.pth,1492.48,187,92,8
shoot_left_ppo (without embedding)_checkpoint_1343488.pth,1492.27,360,154,7
shoot_left_ppo (without embedding)_checkpoint_2785280.pth,1492.18,116,60,2
league_ppo_real (score reward)_checkpoint_12200000.pth,1492.16,460,215,22
league_ppo (score reward)_checkpoint_24900000.pth,1492.10,733,390,17
league_ppo (score reward)_checkpoint_5100000.pth,1492.10,448,237,19
league_ppo (score reward)_checkpoint_22900000.pth,1491.54,270,131,9
league_ppo (score reward)_checkpoint_23300000.pth,1491.44,172,68,26
league_ppo_regular (score reward)_checkpoint_13800000.pth,1490.14,90,40,12
shoot_left_ppo (without embedding)_checkpoint_1179648.pth,1489.54,137,63,6
league_ppo (misc rewards)_checkpoint_3100000.pth,1489.51,327,157,18
shoot_left_ppo (without embedding)_checkpoint_2392064.pth,1489.11,314,176,4
league_ppo (score reward)_checkpoint_4700000.pth,1488.69,95,48,0
league_ppo_real (score reward)_checkpoint_2400000.pth,1488.07,125,54,6
shoot_left_ppo (without embedding)_checkpoint_1687552.pth,1486.61,81,32,10
shoot_left_ppo (without embedding)_checkpoint_2473984.pth,1486.45,88,41,5
shoot_left_ppo (without embedding)_checkpoint_2064384.pth,1485.58,127,51,7
league_ppo (score reward)_checkpoint_15900000.pth,1485.07,141,62,0
league_ppo (score reward)_checkpoint_2000000.pth,1485.02,860,317,35
league_ppo (score reward)_checkpoint_17300000.pth,1484.38,177,81,6
league_ppo_regular (score reward)_checkpoint_14900000.pth,1484.27,90,33,12
shoot_left_ppo (without embedding)_checkpoint_2342912.pth,1483.68,179,83,8
shoot_left_ppo (without embedding)_checkpoint_2719744.pth,1483.34,363,189,10
shoot_left_ppo (without embedding)_checkpoint_2818048.pth,1482.64,119,51,11
league_ppo_real (score reward)_checkpoint_11700000.pth,1482.55,257,110,24
league_ppo (score reward)_checkpoint_24400000.pth,1482.40,151,67,12
league_ppo_regular (score reward)_checkpoint_1500000.pth,1482.30,425,214,11
league_ppo (score reward)_checkpoint_10900000.pth,1482.04,143,68,4
league_ppo (misc rewards)_checkpoint_3400000.pth,1481.58,362,150,12
league_ppo (score reward)_checkpoint_25100000.pth,1481.44,143,70,2
shoot_left_ppo (without embedding)_checkpoint_2768896.pth,1481.40,142,62,3
league_ppo (score reward)_checkpoint_18500000.pth,1479.72,110,60,4
league_ppo_real (score reward)_checkpoint_1800000.pth,1479.13,257,127,10
league_ppo (misc rewards)_checkpoint_1700000.pth,1479.03,250,120,5
league_ppo (score reward)_checkpoint_15800000.pth,1478.47,263,123,6
league_ppo_real (score reward)_checkpoint_10800000.pth,1477.93,384,168,20
shoot_left_ppo (without embedding)_checkpoint_1245184.pth,1477.57,602,240,32
shoot_left_ppo (without embedding)_checkpoint_2834432.pth,1477.52,298,142,6
league_ppo (score reward)_checkpoint_23600000.pth,1477.33,157,64,19
league_ppo_real (score reward)_checkpoint_1900000.pth,1476.93,284,151,8
shoot_left_ppo (without embedding)_checkpoint_2326528.pth,1476.07,162,78,5
league_ppo_regular (score reward)_checkpoint_5200000.pth,1475.97,378,194,10
shoot_left_ppo (without embedding)_checkpoint_1572864.pth,1475.85,386,154,5
league_ppo (score reward)_checkpoint_14000000.pth,1475.72,194,88,13
league_ppo (misc rewards)_checkpoint_3300000.pth,1475.66,182,82,12
league_ppo_real (score reward)_checkpoint_1600000.pth,1474.67,106,48,3
league_ppo (score reward)_checkpoint_18600000.pth,1472.02,82,36,6
shoot_left_ppo (without embedding)_checkpoint_2572288.pth,1471.66,145,67,4
league_ppo_regular (score reward)_checkpoint_1400000.pth,1471.38,104,44,1
league_ppo (score reward)_checkpoint_12800000.pth,1471.03,646,262,11
league_ppo_regular (score reward)_checkpoint_11700000.pth,1471.00,98,34,11
league_ppo_regular (score reward)_checkpoint_14100000.pth,1470.55,109,46,12
league_ppo (score reward)_checkpoint_24000000.pth,1470.54,357,145,12
shoot_left_ppo (without embedding)_checkpoint_1277952.pth,1470.42,231,104,15
league_ppo_regular (score reward)_checkpoint_11500000.pth,1469.97,152,59,20
league_ppo (misc rewards)_checkpoint_8100000.pth,1469.96,91,33,13
league_ppo (misc rewards)_checkpoint_4000000.pth,1469.53,149,68,7
league_ppo_real (score reward)_checkpoint_10100000.pth,1469.26,81,26,19
league_ppo (score reward)_checkpoint_10200000.pth,1468.49,201,83,4
league_ppo_regular (score reward)_checkpoint_7400000.pth,1468.10,229,87,33
league_ppo_regular (score reward)_checkpoint_13700000.pth,1467.79,220,77,32
league_ppo (score reward)_checkpoint_17000000.pth,1467.76,1149,534,105
league_ppo_regular (score reward)_checkpoint_1300000.pth,1467.39,357,174,5
league_ppo (misc rewards)_checkpoint_7900000.pth,1467.01,419,194,21
league_ppo (misc rewards)_checkpoint_3500000.pth,1466.68,179,78,8
league_ppo_real (score reward)_checkpoint_8400000.pth,1466.30,117,49,4
league_ppo (score reward)_checkpoint_7900000.pth,1465.63,225,63,62
league_ppo_real (score reward)_checkpoint_11300000.pth,1465.00,143,65,7
league_ppo (score reward)_checkpoint_8000000.pth,1464.80,269,81,57
league_ppo_regular (score reward)_checkpoint_14600000.pth,1464.68,82,28,6
shoot_left_ppo (without embedding)_checkpoint_2015232.pth,1464.65,79,35,2
league_ppo (misc rewards)_checkpoint_2900000.pth,1464.58,206,81,9
shoot_left_ppo (without embedding)_checkpoint_2424832.pth,1463.75,90,43,1
league_ppo (misc rewards)_checkpoint_7500000.pth,1463.03,121,54,3
league_ppo (score reward)_checkpoint_1900000.pth,1462.72,783,286,41
shoot_left_ppo (without embedding)_checkpoint_1884160.pth,1462.69,364,151,13
shoot_left_ppo (without embedding)_checkpoint_1916928.pth,1462.43,98,44,6
league_ppo (score reward)_checkpoint_16100000.pth,1462.28,527,232,17
shoot_left_ppo (without embedding)_checkpoint_2457600.pth,1461.79,317,142,5
league_ppo (score reward)_checkpoint_21900000.pth,1461.76,84,41,0
league_ppo (score reward)_checkpoint_24100000.pth,1461.35,159,56,18
league_ppo (misc rewards)_checkpoint_3900000.pth,1461.02,569,213,31
shoot_left_ppo (without embedding)_checkpoint_1867776.pth,1460.84,119,45,12
shoot_left_ppo (without embedding)_checkpoint_2244608.pth,1460.34,115,45,4
league_ppo_real (score reward)_checkpoint_1200000.pth,1460.21,136,57,5
league_ppo (misc rewards)_checkpoint_3000000.pth,1459.94,150,70,6
shoot_left_ppo (without embedding)_checkpoint_688128.pth,1459.84,124,46,6
shoot_left_ppo (without embedding)_checkpoint_2359296.pth,1459.82,175,88,4
league_ppo_regular (score reward)_checkpoint_10700000.pth,1459.76,161,65,16
league_ppo (score reward)_checkpoint_17900000.pth,1459.51,182,76,11
shoot_left_ppo (without embedding)_checkpoint_2949120.pth,1459.27,189,76,5
league_ppo (score reward)_checkpoint_2500000.pth,1458.87,383,160,10
shoot_left_ppo (without embedding)_checkpoint_933888.pth,1458.45,122,53,0
league_ppo_real (score reward)_checkpoint_9100000.pth,1458.36,261,109,22
league_ppo_real (score reward)_checkpoint_8100000.pth,1457.41,83,34,4
league_ppo (score reward)_checkpoint_24500000.pth,1456.83,102,53,4
shoot_left_ppo (without embedding)_checkpoint_524288.pth,1456.33,429,168,11
league_ppo (score reward)_checkpoint_17700000.pth,1456.19,154,50,26
shoot_left_ppo (without embedding)_checkpoint_1064960.pth,1455.00,180,74,7
league_ppo_real (score reward)_checkpoint_6900000.pth,1454.37,185,81,12
league_ppo (misc rewards)_checkpoint_2400000.pth,1454.17,90,38,1
shoot_left_ppo (without embedding)_checkpoint_2162688.pth,1453.98,344,148,10
league_ppo (misc rewards)_checkpoint_1600000.pth,1452.81,463,189,10
league_ppo_real (score reward)_checkpoint_9200000.pth,1452.68,113,44,6
league_ppo (score reward)_checkpoint_12900000.pth,1452.46,294,159,8
league_ppo (score reward)_checkpoint_15700000.pth,1452.20,178,66,4
shoot_left_ppo (without embedding)_checkpoint_540672.pth,1451.94,170,74,2
league_ppo_real (score reward)_checkpoint_9800000.pth,1451.71,888,313,117
league_ppo_regular (score reward)_checkpoint_14400000.pth,1451.43,93,29,15
shoot_left_ppo (without embedding)_checkpoint_2588672.pth,1451.02,100,48,3
shoot_left_ppo (without embedding)_checkpoint_819200.pth,1450.84,261,125,11
shoot_left_ppo (without embedding)_checkpoint_2555904.pth,1450.23,149,56,3
league_ppo_regular (score reward)_checkpoint_14000000.pth,1450.16,133,49,18
league_ppo_real (score reward)_checkpoint_9600000.pth,1449.64,181,75,12
league_ppo_real (score reward)_checkpoint_1000000.pth,1448.73,274,105,16
shoot_left_ppo (without embedding)_checkpoint_901120.pth,1448.15,571,255,22
shoot_left_ppo (without embedding)_checkpoint_2703360.pth,1447.44,422,155,7
shoot_left_ppo (without embedding)_checkpoint_1097728.pth,1447.05,198,76,10
league_ppo (score reward)_checkpoint_6800000.pth,1447.05,741,243,200
league_ppo (score reward)_checkpoint_3000000.pth,1446.51,192,78,6
shoot_left_ppo (without embedding)_checkpoint_851968.pth,1446.46,152,55,5
league_ppo (score reward)_checkpoint_17600000.pth,1445.49,536,206,63
league_ppo (score reward)_checkpoint_24800000.pth,1445.07,94,38,2
league_ppo_real (score reward)_checkpoint_8900000.pth,1444.79,186,70,25
league_ppo_real (score reward)_checkpoint_6200000.pth,1444.57,95,40,5
league_ppo_real (score reward)_checkpoint_1300000.pth,1444.49,383,156,24
shoot_left_ppo (without embedding)_checkpoint_720896.pth,1444.21,1096,492,41
league_ppo (score reward)_checkpoint_2300000.pth,1443.92,389,197,10
league_ppo_regular (score reward)_checkpoint_300000.pth,1443.43,85,35,5
shoot_left_ppo (without embedding)_checkpoint_2129920.pth,1442.01,100,39,3
league_ppo_regular (score reward)_checkpoint_5700000.pth,1441.20,622,262,48
league_ppo_regular (score reward)_checkpoint_14800000.pth,1440.87,135,43,27
league_ppo_regular (score reward)_checkpoint_14500000.pth,1440.59,228,76,29
shoot_left_ppo (without embedding)_checkpoint_2277376.pth,1440.32,122,42,2
league_ppo_regular (score reward)_checkpoint_11800000.pth,1440.03,292,93,42
shoot_left_ppo (without embedding)_checkpoint_1376256.pth,1439.85,123,45,5
league_ppo_regular (score reward)_checkpoint_11000000.pth,1439.78,394,170,37
league_ppo_real (score reward)_checkpoint_11500000.pth,1438.40,289,110,31
shoot_left_ppo (without embedding)_checkpoint_1540096.pth,1436.44,397,170,7
shoot_left_ppo (without embedding)_checkpoint_917504.pth,1436.43,507,198,18
league_ppo_real (score reward)_checkpoint_3800000.pth,1434.51,269,115,12
shoot_left_ppo (without embedding)_checkpoint_999424.pth,1434.42,146,64,3
shoot_left_ppo (without embedding)_checkpoint_2113536.pth,1434.10,360,154,7
league_ppo_real (score reward)_checkpoint_6100000.pth,1434.03,472,166,45
league_ppo_real (score reward)_checkpoint_6300000.pth,1433.68,154,47,25
shoot_left_ppo (without embedding)_checkpoint_606208.pth,1433.18,183,69,7
league_ppo (score reward)_checkpoint_1600000.pth,1432.42,229,102,14
league_ppo_real (score reward)_checkpoint_6800000.pth,1432.15,305,135,31
league_ppo_real (score reward)_checkpoint_10700000.pth,1431.67,361,148,26
shoot_left_ppo (without embedding)_checkpoint_393216.pth,1431.46,169,66,4
league_ppo_real (score reward)_checkpoint_11100000.pth,1431.39,446,165,19
shoot_left_ppo (without embedding)_checkpoint_1523712.pth,1431.03,507,197,12
league_ppo (misc rewards)_checkpoint_300000.pth,1430.73,214,58,35
league_ppo_real (score reward)_checkpoint_11200000.pth,1430.37,189,70,12
shoot_left_ppo (without embedding)_checkpoint_671744.pth,1429.31,165,62,6
shoot_left_ppo (without embedding)_checkpoint_1802240.pth,1429.23,88,29,9
shoot_left_ppo (without embedding)_checkpoint_884736.pth,1429.20,162,68,7
shoot_left_ppo (without embedding)_checkpoint_311296.pth,1428.44,92,35,2
league_ppo (misc rewards)_checkpoint_7800000.pth,1427.21,247,116,19
league_ppo (misc rewards)_checkpoint_4200000.pth,1426.67,79,28,4
league_ppo_real (score reward)_checkpoint_7100000.pth,1426.26,118,43,9
shoot_left_ppo (without embedding)_checkpoint_1081344.pth,1426.18,355,121,12
league_ppo_regular (score reward)_checkpoint_15300000.pth,1425.99,606,204,66
league_ppo_real (score reward)_checkpoint_9400000.pth,1425.97,559,193,50
league_ppo_real (score reward)_checkpoint_9700000.pth,1425.83,193,70,11
league_ppo_real (score reward)_checkpoint_9000000.pth,1425.07,154,41,35
league_ppo (score reward)_checkpoint_10100000.pth,1424.94,144,52,3
league_ppo_real (score reward)_checkpoint_10600000.pth,1424.48,111,42,4
shoot_left_ppo (without embedding)_checkpoint_1425408.pth,1424.45,137,51,7
league_ppo_regular (score reward)_checkpoint_13900000.pth,1424.35,699,201,70
shoot_left_ppo (without embedding)_checkpoint_835584.pth,1424.16,316,131,8
league_ppo_real (score reward)_checkpoint_8600000.pth,1423.63,232,84,25
shoot_left_ppo (without embedding)_checkpoint_655360.pth,1423.54,112,42,5
shoot_left_ppo (without embedding)_checkpoint_1851392.pth,1423.52,322,125,22
league_ppo (score reward)_checkpoint_7300000.pth,1423.49,337,81,95
league_ppo (score reward)_checkpoint_17400000.pth,1422.33,509,217,44
league_ppo_real (score reward)_checkpoint_1100000.pth,1422.25,276,105,14
shoot_left_ppo (without embedding)_checkpoint_1228800.pth,1421.77,107,37,6
league_ppo_regular (score reward)_checkpoint_800000.pth,1421.35,312,121,20
league_ppo (misc rewards)_checkpoint_1000000.pth,1421.21,233,73,10
shoot_left_ppo (without embedding)_checkpoint_802816.pth,1421.02,771,332,17
league_ppo_regular (score reward)_checkpoint_14300000.pth,1421.00,183,61,25
shoot_left_ppo (without embedding)_checkpoint_2195456.pth,1420.71,266,111,9
league_ppo_regular (score reward)_checkpoint_11900000.pth,1419.12,176,66,17
league_ppo (score reward)_checkpoint_24600000.pth,1418.85,218,88,10
league_ppo (score reward)_checkpoint_7200000.pth,1418.48,887,173,304
shoot_left_ppo (without embedding)_checkpoint_1835008.pth,1418.30,130,46,7
league_ppo (misc rewards)_checkpoint_4100000.pth,1418.14,108,37,9
shoot_left_ppo (without embedding)_checkpoint_409600.pth,1417.75,106,36,6
league_ppo_regular (score reward)_checkpoint_900000.pth,1417.50,209,79,9
league_ppo (misc rewards)_checkpoint_600000.pth,1417.25,96,27,15
shoot_left_ppo (without embedding)_checkpoint_507904.pth,1416.79,92,31,4
shoot_left_ppo (without embedding)_checkpoint_1769472.pth,1415.81,130,51,8
shoot_left_ppo (without embedding)_checkpoint_1490944.pth,1414.83,108,40,3
shoot_left_ppo (without embedding)_checkpoint_704512.pth,1414.49,249,94,9
league_ppo_real (score reward)_checkpoint_11600000.pth,1414.27,174,70,12
shoot_left_ppo (without embedding)_checkpoint_2228224.pth,1414.19,775,265,23
league_ppo_regular (score reward)_checkpoint_11100000.pth,1413.67,1098,311,109
league_ppo_real (score reward)_checkpoint_6700000.pth,1413.61,278,114,13
league_ppo_regular (score reward)_checkpoint_1100000.pth,1413.52,148,67,6
league_ppo (score reward)_checkpoint_12600000.pth,1412.75,119,42,5
league_ppo_real (score reward)_checkpoint_10200000.pth,1412.41,159,58,22
shoot_left_ppo (without embedding)_checkpoint_1359872.pth,1412.39,487,175,25
league_ppo_real (score reward)_checkpoint_400000.pth,1412.05,136,46,10
shoot_left_ppo (without embedding)_checkpoint_737280.pth,1411.98,138,56,3
league_ppo (score reward)_checkpoint_7800000.pth,1411.88,561,103,207
league_ppo (score reward)_checkpoint_18900000.pth,1410.64,642,224,58
league_ppo_regular (score reward)_checkpoint_15200000.pth,1409.93,140,45,22
shoot_left_ppo (without embedding)_checkpoint_1409024.pth,1409.81,149,56,0
league_ppo (score reward)_checkpoint_11400000.pth,1409.50,652,222,63
league_ppo (score reward)_checkpoint_22400000.pth,1408.78,80,22,1
league_ppo (score reward)_checkpoint_17200000.pth,1408.60,378,159,13
league_ppo (score reward)_checkpoint_1700000.pth,1408.33,365,123,24
shoot_left_ppo (without embedding)_checkpoint_2179072.pth,1408.06,300,132,7
league_ppo_regular (score reward)_checkpoint_10900000.pth,1407.89,706,220,107
shoot_left_ppo (without embedding)_checkpoint_966656.pth,1406.40,101,33,1
league_ppo (score reward)_checkpoint_1400000.pth,1406.04,129,36,18
league_ppo (score reward)_checkpoint_12500000.pth,1404.15,109,38,6
league_ppo (score reward)_checkpoint_7600000.pth,1404.04,365,80,89
shoot_left_ppo (without embedding)_checkpoint_1048576.pth,1403.74,124,47,5
shoot_left_ppo (without embedding)_checkpoint_1196032.pth,1403.13,103,39,3
shoot_left_ppo (without embedding)_checkpoint_1589248.pth,1403.03,262,89,9
league_ppo (score reward)_checkpoint_14500000.pth,1402.85,97,31,12
league_ppo (misc rewards)_checkpoint_1400000.pth,1402.78,224,71,11
shoot_left_ppo (without embedding)_checkpoint_2293760.pth,1402.48,159,58,5
league_ppo (score reward)_checkpoint_7100000.pth,1402.29,545,161,104
league_ppo (score reward)_checkpoint_8100000.pth,1401.30,236,47,64
league_ppo (score reward)_checkpoint_10300000.pth,1401.09,199,72,2
league_ppo_real (score reward)_checkpoint_10400000.pth,1400.88,361,93,37
league_ppo (misc rewards)_checkpoint_400000.pth,1400.09,184,41,35
league_ppo (score reward)_checkpoint_19600000.pth,1398.90,464,166,36
league_ppo (score reward)_checkpoint_18000000.pth,1398.11,101,34,4
league_ppo_real (score reward)_checkpoint_12100000.pth,1398.10,104,25,14
shoot_left_ppo (without embedding)_checkpoint_983040.pth,1397.09,1060,436,38
shoot_left_ppo (without embedding)_checkpoint_2048000.pth,1396.90,604,252,19
league_ppo (score reward)_checkpoint_15400000.pth,1396.51,96,27,11
league_ppo (misc rewards)_checkpoint_8200000.pth,1396.46,630,214,81
shoot_left_ppo (without embedding)_checkpoint_2605056.pth,1395.30,81,30,3
league_ppo_regular (score reward)_checkpoint_14200000.pth,1395.23,171,58,23
league_ppo (score reward)_checkpoint_15500000.pth,1394.86,249,86,10
shoot_left_ppo (without embedding)_checkpoint_1654784.pth,1394.17,239,78,22
shoot_left_ppo (without embedding)_checkpoint_180224.pth,1393.93,753,212,7
shoot_left_ppo (without embedding)_checkpoint_1015808.pth,1393.70,553,197,20
league_ppo (score reward)_checkpoint_10400000.pth,1392.67,227,83,7
league_ppo_real (score reward)_checkpoint_10900000.pth,1392.49,299,108,8
league_ppo (score reward)_checkpoint_600000.pth,1392.42,570,177,30
shoot_left_ppo (without embedding)_checkpoint_753664.pth,1391.84,590,222,13
shoot_left_ppo (without embedding)_checkpoint_1392640.pth,1391.69,146,44,10
league_ppo (score reward)_checkpoint_12300000.pth,1389.79,600,191,44
shoot_left_ppo (without embedding)_checkpoint_638976.pth,1389.58,558,166,21
league_ppo (score reward)_checkpoint_11100000.pth,1389.40,678,243,30
league_ppo (score reward)_checkpoint_9600000.pth,1389.37,246,71,17
league_ppo (score reward)_checkpoint_1800000.pth,1389.31,92,28,7
shoot_left_ppo (without embedding)_checkpoint_1556480.pth,1388.18,601,214,17
league_ppo (score reward)_checkpoint_22100000.pth,1386.88,149,49,9
shoot_left_ppo (without embedding)_checkpoint_786432.pth,1386.10,132,46,5
shoot_left_ppo (without embedding)_checkpoint_2097152.pth,1383.94,206,80,6
league_ppo (score reward)_checkpoint_800000.pth,1383.89,180,47,23
shoot_left_ppo (without embedding)_checkpoint_622592.pth,1383.69,452,145,21
league_ppo_real (score reward)_checkpoint_11000000.pth,1383.52,256,80,9
shoot_left_ppo (without embedding)_checkpoint_1146880.pth,1382.64,124,46,2
league_ppo (score reward)_checkpoint_11000000.pth,1381.98,229,67,9
league_ppo (score reward)_checkpoint_12700000.pth,1381.39,110,35,1
league_ppo_regular (score reward)_checkpoint_14700000.pth,1380.73,239,71,35
league_ppo_regular (score reward)_checkpoint_200000.pth,1378.98,544,192,31
shoot_left_ppo (without embedding)_checkpoint_1327104.pth,1378.86,145,52,3
league_ppo_real (score reward)_checkpoint_800000.pth,1378.52,155,45,16
league_ppo_regular (score reward)_checkpoint_15100000.pth,1378.17,113,29,18
shoot_left_ppo (without embedding)_checkpoint_1212416.pth,1378.02,524,195,17
league_ppo_real (score reward)_checkpoint_8700000.pth,1377.91,497,150,67
shoot_left_ppo (without embedding)_checkpoint_1163264.pth,1376.76,135,43,1
league_ppo (score reward)_checkpoint_10600000.pth,1376.43,396,147,9
shoot_left_ppo (without embedding)_checkpoint_557056.pth,1374.99,221,75,7
league_ppo_regular (score reward)_checkpoint_400000.pth,1374.87,146,42,10
shoot_left_ppo (without embedding)_checkpoint_573440.pth,1374.52,359,112,8
shoot_left_ppo (without embedding)_checkpoint_1736704.pth,1370.90,93,20,13
shoot_left_ppo (without embedding)_checkpoint_1032192.pth,1370.47,188,73,6
shoot_left_ppo (without embedding)_checkpoint_49152.pth,1369.14,193,48,35
shoot_left_ppo (without embedding)_checkpoint_1441792.pth,1367.84,229,72,13
league_ppo (score reward)_checkpoint_11500000.pth,1367.24,320,91,24
league_ppo_real (score reward)_checkpoint_500000.pth,1366.38,357,98,29
shoot_left_ppo (without embedding)_checkpoint_1458176.pth,1366.37,120,39,4
shoot_left_ppo (without embedding)_checkpoint_770048.pth,1366.29,291,99,8
shoot_left_ppo (without embedding)_checkpoint_1294336.pth,1365.74,137,48,2
shoot_left_ppo (without embedding)_checkpoint_344064.pth,1365.22,272,88,1
league_ppo (score reward)_checkpoint_9800000.pth,1365.03,222,73,11
shoot_left_ppo (without embedding)_checkpoint_2080768.pth,1364.23,1071,304,35
league_ppo (score reward)_checkpoint_2200000.pth,1364.11,121,40,3
shoot_left_ppo (without embedding)_checkpoint_1622016.pth,1363.77,100,24,8
shoot_left_ppo (without embedding)_checkpoint_16384.pth,1363.11,171,34,31
league_ppo (score reward)_checkpoint_15600000.pth,1362.71,344,114,1
league_ppo_real (score reward)_checkpoint_11800000.pth,1360.64,549,136,64
shoot_left_ppo (without embedding)_checkpoint_1310720.pth,1359.56,168,57,4
shoot_left_ppo (without embedding)_checkpoint_376832.pth,1358.28,247,88,4
league_ppo (score reward)_checkpoint_400000.pth,1357.79,769,204,43
shoot_left_ppo (without embedding)_checkpoint_2539520.pth,1357.21,238,85,4
league_ppo_real (score reward)_checkpoint_9500000.pth,1355.91,119,43,2
league_ppo (score reward)_checkpoint_10700000.pth,1353.80,251,89,3
shoot_left_ppo (without embedding)_checkpoint_1818624.pth,1353.27,292,106,15
league_ppo (score reward)_checkpoint_1500000.pth,1352.89,337,94,25
shoot_left_ppo (without embedding)_checkpoint_1785856.pth,1352.55,241,70,25
shoot_left_ppo (without embedding)_checkpoint_360448.pth,1350.95,222,81,4
league_ppo (score reward)_checkpoint_24300000.pth,1349.75,214,59,26
league_ppo (score reward)_checkpoint_1200000.pth,1347.85,123,25,15
league_ppo_real (score reward)_checkpoint_10500000.pth,1347.53,368,112,29
shoot_left_ppo (without embedding)_checkpoint_1753088.pth,1347.37,154,40,18
league_ppo (misc rewards)_checkpoint_8300000.pth,1347.28,312,105,28
league_ppo (score reward)_checkpoint_8600000.pth,1346.82,337,49,85
league_ppo (score reward)_checkpoint_8200000.pth,1343.06,311,80,80
shoot_left_ppo (without embedding)_checkpoint_1720320.pth,1341.18,314,71,40
shoot_left_ppo (without embedding)_checkpoint_98304.pth,1341.00,105,22,12
league_ppo_real (score reward)_checkpoint_1400000.pth,1340.64,244,80,17
shoot_left_ppo (without embedding)_checkpoint_1261568.pth,1340.60,331,112,15
shoot_left_ppo (without embedding)_checkpoint_65536.pth,1338.90,151,33,24
league_ppo (score reward)_checkpoint_11300000.pth,1338.86,164,43,10
league_ppo_real (score reward)_checkpoint_700000.pth,1338.57,255,76,21
league_ppo (misc rewards)_checkpoint_900000.pth,1336.87,115,28,3
shoot_left_ppo (without embedding)_checkpoint_589824.pth,1334.11,275,82,11
league_ppo_real (score reward)_checkpoint_13100000.pth,1333.45,430,62,71
league_ppo (score reward)_checkpoint_20900000.pth,1332.79,323,100,15
league_ppo (misc rewards)_checkpoint_700000.pth,1332.56,194,42,30
shoot_left_ppo (without embedding)_checkpoint_1114112.pth,1332.41,642,212,21
league_ppo (score reward)_checkpoint_500000.pth,1331.54,238,50,26
