model,rating,games,wins,draws
league_ppo_regular_real (score reward) (latent_dims 128 128)_checkpoint_13100000.pth,2140.36,100,74,9
league_ppo_regular_real (score reward) (latent_dims 128 128)_checkpoint_13900000.pth,2138.48,100,78,3
league_ppo_regular_real (score reward) (latent_dims 128 128)_checkpoint_5700000.pth,2137.69,100,74,0
league_ppo_regular_real (score reward) (latent_dims 128 128)_checkpoint_7700000.pth,2136.64,100,71,1
league_ppo_regular_real (score reward) (latent_dims 128 128)_checkpoint_14300000.pth,2128.00,100,76,1
league_ppo_regular_real (score reward) (latent_dims 128 128)_checkpoint_14000000.pth,2127.56,100,66,5
league_ppo_regular_real (score reward) (latent_dims 128 128)_checkpoint_10500000.pth,2124.64,100,71,4
league_ppo_regular_real (score reward) (latent_dims 128 128)_checkpoint_14800000.pth,2120.68,100,72,2
league_ppo_regular_real (score reward) (latent_dims 128 128)_checkpoint_8800000.pth,2119.55,100,74,1
league_ppo_regular_real (score reward) (latent_dims 128 128)_checkpoint_10000000.pth,2116.52,100,82,1
league_ppo_regular_real (score reward) (latent_dims 128 128)_checkpoint_14400000.pth,2108.79,100,72,5
league_ppo_regular_real (score reward) (latent_dims 128 128)_checkpoint_9300000.pth,2106.97,100,64,0
league_ppo_regular_real (score reward) (latent_dims 128 128)_checkpoint_14900000.pth,2103.36,100,69,5
league_ppo_regular_real (score reward) (latent_dims 128 128)_checkpoint_6600000.pth,2098.46,100,69,2
league_ppo_regular_real (score reward) (latent_dims 128 128)_checkpoint_13300000.pth,2098.42,100,72,8
league_ppo_regular_real (score reward) (latent_dims 128 128)_checkpoint_6400000.pth,2098.20,100,69,0
league_ppo_regular_real (score reward) (latent_dims 128 128)_checkpoint_8400000.pth,2089.81,100,69,1
league_ppo_regular_real (score reward) (latent_dims 128 128)_checkpoint_6900000.pth,2088.69,100,68,2
league_ppo_regular_real (score reward) (latent_dims 128 128)_checkpoint_7500000.pth,2080.45,100,69,1
league_ppo_regular_real (score reward) (latent_dims 128 128)_checkpoint_4300000.pth,2078.45,100,69,1
league_ppo_regular_real (score reward) (latent_dims 128 128)_checkpoint_13400000.pth,2074.35,100,65,12
league_ppo_regular_real (score reward) (latent_dims 128 128)_checkpoint_5300000.pth,2073.21,100,64,4
baseline_league_ppo_real (score reward)_checkpoint_12500000.pth,2072.53,1407,858,41
league_ppo_regular_real (score reward) (latent_dims 128 128)_checkpoint_8100000.pth,2071.80,100,58,4
league_ppo_regular_real (score reward) (latent_dims 128 128)_checkpoint_7800000.pth,2071.67,100,62,1
league_ppo_regular_real (score reward) (latent_dims 128 128)_checkpoint_8000000.pth,2068.56,100,67,2
league_ppo_regular_real (score reward) (latent_dims 128 128)_checkpoint_4200000.pth,2067.93,100,66,2
league_ppo_regular_real (score reward) (latent_dims 128 128)_checkpoint_7400000.pth,2067.80,100,62,2
league_ppo_regular_real (score reward) (latent_dims 128 128)_checkpoint_6000000.pth,2066.50,100,65,1
league_ppo_regular_real (score reward) (latent_dims 128 128)_checkpoint_14500000.pth,2066.40,100,64,5
league_ppo_regular_real (score reward) (latent_dims 128 128)_checkpoint_9800000.pth,2065.60,100,57,9
baseline_league_ppo (score reward)_checkpoint_22000000.pth,2065.52,1301,684,27
league_ppo_regular_real (score reward) (latent_dims 128 128)_checkpoint_9400000.pth,2064.85,100,62,1
baseline_league_ppo (misc rewards)_checkpoint_7100000.pth,2063.65,1344,790,19
league_ppo_regular_real (score reward) (latent_dims 128 128)_checkpoint_6100000.pth,2057.73,100,59,1
league_ppo_regular_real (score reward) (latent_dims 128 128)_checkpoint_12900000.pth,2057.06,100,52,6
league_ppo_regular_real (score reward) (latent_dims 128 128)_checkpoint_7200000.pth,2054.83,100,58,4
league_ppo_regular_real (score reward) (latent_dims 128 128)_checkpoint_4700000.pth,2053.19,100,64,3
league_ppo_regular_real (score reward) (latent_dims 128 128)_checkpoint_4900000.pth,2052.70,100,60,3
league_ppo_regular_real (score reward) (latent_dims 128 128)_checkpoint_8500000.pth,2052.55,100,57,2
league_ppo_regular_real (score reward) (latent_dims 128 128)_checkpoint_14600000.pth,2049.23,100,61,3
league_ppo_regular_real (score reward) (latent_dims 128 128)_checkpoint_7900000.pth,2046.48,100,63,1
league_ppo_regular_real (score reward) (latent_dims 128 128)_checkpoint_6700000.pth,2044.98,100,60,2
league_ppo_regular_real (score reward) (latent_dims 128 128)_checkpoint_9200000.pth,2042.30,100,67,2
league_ppo_regular_real (score reward) (latent_dims 128 128)_checkpoint_5800000.pth,2038.64,100,67,3
league_ppo_regular_real (score reward) (latent_dims 128 128)_checkpoint_4800000.pth,2037.48,100,63,2
league_ppo_regular_real (score reward) (latent_dims 128 128)_checkpoint_5100000.pth,2036.33,100,57,8
league_ppo_regular_real (score reward) (latent_dims 128 128)_checkpoint_6800000.pth,2034.54,100,60,1
league_ppo_regular_real (score reward) (latent_dims 128 128)_checkpoint_8900000.pth,2033.81,100,54,3
league_ppo_regular_real (score reward) (latent_dims 128 128)_checkpoint_5500000.pth,2033.71,100,70,1
league_ppo_regular_real (score reward) (latent_dims 128 128)_checkpoint_7300000.pth,2032.75,100,65,3
league_ppo_regular_real (score reward) (latent_dims 128 128)_checkpoint_14200000.pth,2031.22,100,57,4
league_ppo_regular_real (score reward) (latent_dims 128 128)_checkpoint_7600000.pth,2025.33,100,65,3
league_ppo_regular_real (score reward) (latent_dims 128 128)_checkpoint_8600000.pth,2020.20,100,55,4
league_ppo_regular_real (score reward) (latent_dims 128 128)_checkpoint_8300000.pth,2018.29,100,63,4
league_ppo_regular_real (score reward) (latent_dims 128 128)_checkpoint_5000000.pth,2016.61,100,60,0
baseline_league_ppo (misc rewards)_checkpoint_1100000.pth,2014.02,1303,492,28
league_ppo_regular_real (score reward) (latent_dims 128 128)_checkpoint_15000000.pth,2012.22,100,54,5
league_ppo_regular_real (score reward) (latent_dims 128 128)_checkpoint_6300000.pth,2010.74,100,57,4
league_ppo_regular_real (score reward) (latent_dims 128 128)_checkpoint_9000000.pth,2006.40,100,55,2
league_ppo_regular_real (score reward) (latent_dims 128 128)_checkpoint_6500000.pth,2004.56,100,61,5
league_ppo_regular_real (score reward) (latent_dims 128 128)_checkpoint_12700000.pth,2003.88,100,49,6
league_ppo_regular_real (score reward) (latent_dims 128 128)_checkpoint_5900000.pth,1996.73,100,56,3
league_ppo_regular_real (score reward) (latent_dims 128 128)_checkpoint_9500000.pth,1996.65,100,54,2
league_ppo_regular_real (score reward) (latent_dims 128 128)_checkpoint_5200000.pth,1995.52,100,59,3
league_ppo_regular_real (score reward) (latent_dims 128 128)_checkpoint_6200000.pth,1993.05,100,58,5
league_ppo_regular_real (score reward) (latent_dims 128 128)_checkpoint_12500000.pth,1992.83,100,52,4
league_ppo_regular_real (score reward) (latent_dims 128 128)_checkpoint_3600000.pth,1992.69,100,57,2
league_ppo_regular_real (score reward) (latent_dims 128 128)_checkpoint_14700000.pth,1991.35,100,55,3
league_ppo_regular_real (score reward) (latent_dims 128 128)_checkpoint_13000000.pth,1991.27,100,55,2
league_ppo_regular_real (score reward) (latent_dims 128 128)_checkpoint_4100000.pth,1990.19,100,56,3
baseline_league_ppo_regular (score reward)_checkpoint_10100000.pth,1989.27,1377,643,97
league_ppo_regular_real (score reward) (latent_dims 128 128)_checkpoint_4500000.pth,1985.12,100,58,5
league_ppo_regular_real (score reward) (latent_dims 128 128)_checkpoint_12800000.pth,1984.28,100,47,5
baseline_league_ppo (score reward)_checkpoint_3800000.pth,1981.54,1345,458,10
league_ppo_regular_real (score reward) (latent_dims 128 128)_checkpoint_9100000.pth,1981.13,100,58,2
league_ppo_regular_real (score reward) (latent_dims 128 128)_checkpoint_4600000.pth,1969.54,100,49,3
baseline_league_ppo_regular (score reward)_checkpoint_1000000.pth,1965.37,1369,498,50
baseline_league_ppo_real (score reward) checkpoint_2100000.pth,1948.63,1386,668,24
league_ppo_regular_real (score reward) (latent_dims 128 128)_checkpoint_8200000.pth,1942.58,100,49,1
league_ppo_regular_real (score reward) (latent_dims 128 128)_checkpoint_3500000.pth,1933.08,100,35,6
league_ppo_regular_real (score reward) (latent_dims 128 128)_checkpoint_4000000.pth,1932.79,100,45,4
league_ppo_regular_real (score reward) (latent_dims 128 128)_checkpoint_12600000.pth,1931.78,100,42,6
baseline_league_ppo_regular (score reward)_checkpoint_4200000.pth,1927.02,1360,561,27
league_ppo_regular_real (score reward) (latent_dims 128 128)_checkpoint_3400000.pth,1918.63,100,41,2
baseline_league_ppo (misc rewards)_checkpoint_8300000.pth,1914.93,1432,387,106
league_ppo_regular_real (score reward) (latent_dims 128 128)_checkpoint_5400000.pth,1900.51,100,41,2
league_ppo_regular_real (score reward) (latent_dims 128 128)_checkpoint_3800000.pth,1893.38,100,38,5
league_ppo_regular_real (score reward) (latent_dims 128 128)_checkpoint_3900000.pth,1888.94,100,41,4
league_ppo_regular_real (score reward) (latent_dims 128 128)_checkpoint_9700000.pth,1875.06,100,39,4
baseline_league_ppo (score reward)_checkpoint_12500000.pth,1853.81,1376,363,60
league_ppo_regular_real (score reward) (latent_dims 128 128)_checkpoint_12400000.pth,1836.02,100,33,2
league_ppo_regular_real (score reward) (latent_dims 128 128)_checkpoint_9600000.pth,1814.03,100,29,3
league_ppo_regular_real (score reward) (latent_dims 128 128)_checkpoint_1100000.pth,1804.95,100,13,9
league_ppo_regular_real (score reward) (latent_dims 128 128)_checkpoint_3700000.pth,1804.57,100,28,2
league_ppo_regular_real (score reward) (latent_dims 128 128)_checkpoint_1200000.pth,1802.07,100,20,5
league_ppo_regular_real (score reward) (latent_dims 128 128)_checkpoint_3100000.pth,1780.63,100,19,3
league_ppo_regular_real (score reward) (latent_dims 128 128)_checkpoint_2800000.pth,1771.63,100,21,5
league_ppo_regular_real (score reward) (latent_dims 128 128)_checkpoint_2500000.pth,1768.82,100,15,6
league_ppo_regular_real (score reward) (latent_dims 128 128)_checkpoint_2600000.pth,1747.98,100,17,4
league_ppo_regular_real (score reward) (latent_dims 128 128)_checkpoint_3000000.pth,1741.62,100,17,5
league_ppo_regular_real (score reward) (latent_dims 128 128)_checkpoint_3300000.pth,1734.33,100,27,0
league_ppo_regular_real (score reward) (latent_dims 128 128)_checkpoint_800000.pth,1734.16,100,11,7
league_ppo_regular_real (score reward) (latent_dims 128 128)_checkpoint_2200000.pth,1733.53,100,13,5
league_ppo_regular_real (score reward) (latent_dims 128 128)_checkpoint_3200000.pth,1729.03,100,12,2
league_ppo_regular_real (score reward) (latent_dims 128 128)_checkpoint_2700000.pth,1721.35,100,17,5
league_ppo_regular_real (score reward) (latent_dims 128 128)_checkpoint_1800000.pth,1721.03,100,10,5
league_ppo_regular_real (score reward) (latent_dims 128 128)_checkpoint_2900000.pth,1720.35,100,17,9
league_ppo_regular_real (score reward) (latent_dims 128 128)_checkpoint_500000.pth,1717.58,100,10,5
league_ppo_regular_real (score reward) (latent_dims 128 128)_checkpoint_2100000.pth,1703.62,100,9,5
league_ppo_regular_real (score reward) (latent_dims 128 128)_checkpoint_600000.pth,1702.18,100,9,7
league_ppo_regular_real (score reward) (latent_dims 128 128)_checkpoint_1600000.pth,1701.15,100,4,6
league_ppo_regular_real (score reward) (latent_dims 128 128)_checkpoint_1900000.pth,1689.31,100,11,9
league_ppo_regular_real (score reward) (latent_dims 128 128)_checkpoint_1700000.pth,1679.22,100,14,2
league_ppo_regular_real (score reward) (latent_dims 128 128)_checkpoint_100000.pth,1678.61,100,5,7
league_ppo_regular_real (score reward) (latent_dims 128 128)_checkpoint_400000.pth,1678.23,100,13,3
league_ppo_regular_real (score reward) (latent_dims 128 128)_checkpoint_1300000.pth,1677.72,100,9,3
league_ppo_regular_real (score reward) (latent_dims 128 128)_checkpoint_200000.pth,1670.99,100,3,8
league_ppo_regular_real (score reward) (latent_dims 128 128)_checkpoint_2300000.pth,1666.98,100,11,4
league_ppo_regular_real (score reward) (latent_dims 128 128)_checkpoint_2400000.pth,1663.12,100,9,7
league_ppo_regular_real (score reward) (latent_dims 128 128)_checkpoint_2000000.pth,1658.67,100,13,5
league_ppo_regular_real (score reward) (latent_dims 128 128)_checkpoint_900000.pth,1652.45,100,8,8
league_ppo_regular_real (score reward) (latent_dims 128 128)_checkpoint_1400000.pth,1638.28,100,13,5
league_ppo_regular_real (score reward) (latent_dims 128 128)_checkpoint_1000000.pth,1623.38,100,6,5
league_ppo_regular_real (score reward) (latent_dims 128 128)_checkpoint_700000.pth,1608.74,100,5,5
league_ppo_regular_real (score reward) (latent_dims 128 128)_checkpoint_300000.pth,1585.42,100,7,3
league_ppo_regular_real (score reward) (latent_dims 128 128)_checkpoint_1500000.pth,1562.29,100,6,4
atulPolicy,1500.00,0,0,0
