model,rating,games,wins,draws
league_ppo (misc rewards)_checkpoint_7400000.pth,1852.95,100,35,1
shoot_left_ppo (without embedding)_checkpoint_2490368.pth,1852.81,100,41,1
league_ppo_real (score reward)_checkpoint_1600000.pth,1851.76,100,30,6
league_ppo_real (score reward)_checkpoint_9900000.pth,1851.26,100,29,12
league_ppo (score reward)_checkpoint_29700000.pth,1850.27,100,47,1
baseline_league_ppo (score reward)_checkpoint_3800000.pth,1849.37,7864,4038,198
league_ppo (misc rewards)_checkpoint_7600000.pth,1848.72,100,43,5
league_ppo (score reward)_checkpoint_26300000.pth,1847.38,100,40,3
league_ppo (score reward)_checkpoint_2800000.pth,1847.14,100,38,5
league_ppo_real (score reward)_checkpoint_10800000.pth,1846.65,100,39,6
league_ppo (score reward)_checkpoint_24600000.pth,1846.45,100,31,2
league_ppo (score reward)_checkpoint_5100000.pth,1846.08,100,42,3
shoot_left_ppo (without embedding)_checkpoint_2867200.pth,1845.31,100,39,2
league_ppo (score reward)_checkpoint_18700000.pth,1845.24,100,35,3
league_ppo_real (score reward)_checkpoint_7100000.pth,1844.75,100,29,9
league_ppo_real (score reward)_checkpoint_1200000.pth,1844.64,100,32,0
league_ppo_regular (score reward)_checkpoint_11500000.pth,1843.73,100,35,2
league_ppo_regular (score reward)_checkpoint_1400000.pth,1843.57,100,39,0
league_ppo (score reward)_checkpoint_2600000.pth,1841.93,100,39,3
league_ppo (score reward)_checkpoint_18800000.pth,1841.30,100,38,2
league_ppo (score reward)_checkpoint_22500000.pth,1840.48,100,36,4
league_ppo_real (score reward)_checkpoint_2100000.pth,1839.73,100,38,5
league_ppo (score reward)_checkpoint_23700000.pth,1839.34,100,33,9
league_ppo (score reward)_checkpoint_19200000.pth,1839.32,100,38,1
shoot_left_ppo (without embedding)_checkpoint_2785280.pth,1839.24,100,36,4
league_ppo_regular (score reward)_checkpoint_1800000.pth,1839.20,100,43,1
league_ppo (score reward)_checkpoint_18600000.pth,1836.90,100,41,5
league_ppo_real (score reward)_checkpoint_10700000.pth,1836.38,100,28,7
league_ppo (score reward)_checkpoint_24900000.pth,1835.83,100,36,0
shoot_left_ppo (without embedding)_checkpoint_2981888.pth,1835.23,100,37,2
league_ppo (misc rewards)_checkpoint_3000000.pth,1834.13,100,34,1
league_ppo (score reward)_checkpoint_13300000.pth,1834.02,100,47,0
league_ppo (score reward)_checkpoint_16100000.pth,1832.86,100,39,3
league_ppo_real (score reward)_checkpoint_9100000.pth,1832.69,100,35,9
league_ppo (score reward)_checkpoint_22800000.pth,1832.56,100,40,2
league_ppo_real (score reward)_checkpoint_9000000.pth,1832.44,100,21,17
league_ppo_real (score reward)_checkpoint_5800000.pth,1832.24,100,37,10
league_ppo_regular (score reward)_checkpoint_14800000.pth,1832.01,100,38,3
league_ppo (misc rewards)_checkpoint_8000000.pth,1831.83,100,30,8
league_ppo (misc rewards)_checkpoint_3600000.pth,1831.82,100,38,5
league_ppo (misc rewards)_checkpoint_3900000.pth,1830.90,100,34,4
league_ppo_real (score reward)_checkpoint_11200000.pth,1830.77,100,28,7
shoot_left_ppo (without embedding)_checkpoint_835584.pth,1830.64,100,42,3
shoot_left_ppo (without embedding)_checkpoint_2654208.pth,1830.20,100,44,0
league_ppo (score reward)_checkpoint_3000000.pth,1828.66,100,35,3
league_ppo_real (score reward)_checkpoint_1800000.pth,1828.10,100,35,1
shoot_left_ppo (without embedding)_checkpoint_1998848.pth,1827.65,100,38,1
league_ppo_real (score reward)_checkpoint_7200000.pth,1827.60,100,25,5
league_ppo (misc rewards)_checkpoint_1500000.pth,1826.53,100,38,5
shoot_left_ppo (without embedding)_checkpoint_1523712.pth,1825.76,100,38,2
league_ppo_real (score reward)_checkpoint_6100000.pth,1825.71,100,35,11
league_ppo_real (score reward)_checkpoint_6900000.pth,1825.39,100,32,3
league_ppo_real (score reward)_checkpoint_1500000.pth,1825.28,100,36,3
league_ppo (score reward)_checkpoint_6000000.pth,1825.25,100,41,8
league_ppo (misc rewards)_checkpoint_1100000.pth,1825.22,100,32,5
league_ppo (score reward)_checkpoint_2300000.pth,1824.82,100,40,1
league_ppo (score reward)_checkpoint_15600000.pth,1824.59,100,31,0
shoot_left_ppo (without embedding)_checkpoint_2260992.pth,1824.33,100,46,1
league_ppo_regular (score reward)_checkpoint_13600000.pth,1824.07,100,36,7
league_ppo_regular (score reward)_checkpoint_5900000.pth,1823.67,100,34,4
league_ppo_real (score reward)_checkpoint_1000000.pth,1823.28,100,33,1
league_ppo (misc rewards)_checkpoint_8200000.pth,1823.00,100,29,11
shoot_left_ppo (without embedding)_checkpoint_2736128.pth,1822.28,100,41,1
shoot_left_ppo (without embedding)_checkpoint_819200.pth,1821.38,100,38,1
league_ppo (score reward)_checkpoint_14000000.pth,1821.35,100,40,2
league_ppo (score reward)_checkpoint_3100000.pth,1821.01,100,37,3
shoot_left_ppo (without embedding)_checkpoint_2392064.pth,1820.31,100,42,2
league_ppo (score reward)_checkpoint_23400000.pth,1819.20,100,30,10
league_ppo_regular (score reward)_checkpoint_1500000.pth,1819.17,100,41,2
league_ppo_real (score reward)_checkpoint_7300000.pth,1819.07,100,37,3
league_ppo (score reward)_checkpoint_2500000.pth,1818.59,100,34,3
league_ppo_regular (score reward)_checkpoint_5700000.pth,1818.54,100,39,3
league_ppo (misc rewards)_checkpoint_7900000.pth,1818.31,100,32,4
league_ppo_real (score reward)_checkpoint_1700000.pth,1818.06,100,33,5
shoot_left_ppo (without embedding)_checkpoint_2441216.pth,1818.03,100,39,4
league_ppo (misc rewards)_checkpoint_4000000.pth,1816.74,100,34,6
shoot_left_ppo (without embedding)_checkpoint_901120.pth,1816.10,100,38,8
league_ppo (score reward)_checkpoint_17500000.pth,1815.47,100,40,1
league_ppo (score reward)_checkpoint_24400000.pth,1814.27,100,32,3
league_ppo (misc rewards)_checkpoint_1200000.pth,1813.91,100,29,5
shoot_left_ppo (without embedding)_checkpoint_868352.pth,1813.87,100,39,2
shoot_left_ppo (without embedding)_checkpoint_2523136.pth,1813.86,100,37,1
league_ppo (misc rewards)_checkpoint_1300000.pth,1812.95,100,38,3
league_ppo (score reward)_checkpoint_17300000.pth,1812.52,100,28,2
league_ppo (score reward)_checkpoint_18000000.pth,1812.28,100,29,3
league_ppo_regular (score reward)_checkpoint_600000.pth,1812.17,100,34,2
league_ppo (score reward)_checkpoint_24800000.pth,1811.93,100,36,4
league_ppo (score reward)_checkpoint_15800000.pth,1811.72,100,37,1
league_ppo (misc rewards)_checkpoint_3300000.pth,1811.48,100,29,3
league_ppo_real (score reward)_checkpoint_6200000.pth,1809.35,100,29,7
shoot_left_ppo (without embedding)_checkpoint_2375680.pth,1808.48,100,38,1
league_ppo (score reward)_checkpoint_7600000.pth,1808.16,100,22,12
league_ppo_regular (score reward)_checkpoint_300000.pth,1807.85,100,32,2
league_ppo (score reward)_checkpoint_18200000.pth,1807.46,100,36,6
shoot_left_ppo (without embedding)_checkpoint_2015232.pth,1807.43,100,32,1
league_ppo (score reward)_checkpoint_12200000.pth,1806.59,100,33,4
shoot_left_ppo (without embedding)_checkpoint_2998272.pth,1806.44,100,37,1
league_ppo (score reward)_checkpoint_17600000.pth,1805.93,100,37,1
shoot_left_ppo (without embedding)_checkpoint_344064.pth,1805.77,100,35,3
shoot_left_ppo (without embedding)_checkpoint_1245184.pth,1805.61,100,39,2
league_ppo_regular (score reward)_checkpoint_10500000.pth,1805.28,100,30,3
shoot_left_ppo (without embedding)_checkpoint_884736.pth,1804.98,100,38,1
league_ppo (misc rewards)_checkpoint_1400000.pth,1804.75,100,31,8
league_ppo (score reward)_checkpoint_17400000.pth,1804.61,100,30,5
league_ppo (misc rewards)_checkpoint_4200000.pth,1804.54,100,34,5
shoot_left_ppo (without embedding)_checkpoint_1589248.pth,1804.35,100,36,0
shoot_left_ppo (without embedding)_checkpoint_2359296.pth,1804.32,100,41,2
league_ppo_regular (score reward)_checkpoint_1600000.pth,1802.60,100,33,1
league_ppo_real (score reward)_checkpoint_500000.pth,1802.34,100,26,5
shoot_left_ppo (without embedding)_checkpoint_2424832.pth,1802.29,100,40,0
league_ppo_regular (score reward)_checkpoint_14500000.pth,1802.00,100,33,0
league_ppo (score reward)_checkpoint_24300000.pth,1801.78,100,30,10
league_ppo_regular (score reward)_checkpoint_6000000.pth,1800.75,100,31,3
league_ppo_regular (score reward)_checkpoint_6200000.pth,1800.05,100,28,4
shoot_left_ppo (without embedding)_checkpoint_1966080.pth,1800.01,100,40,4
league_ppo (score reward)_checkpoint_17800000.pth,1799.63,100,29,1
shoot_left_ppo (without embedding)_checkpoint_540672.pth,1799.60,100,40,2
shoot_left_ppo (without embedding)_checkpoint_2457600.pth,1799.55,100,36,1
league_ppo (score reward)_checkpoint_18900000.pth,1798.09,100,32,7
league_ppo_regular (score reward)_checkpoint_5800000.pth,1797.96,100,37,3
league_ppo (score reward)_checkpoint_15700000.pth,1797.68,100,30,1
shoot_left_ppo (without embedding)_checkpoint_2883584.pth,1796.33,100,40,1
shoot_left_ppo (without embedding)_checkpoint_2473984.pth,1795.93,100,37,1
league_ppo_real (score reward)_checkpoint_9600000.pth,1795.70,100,28,4
league_ppo_real (score reward)_checkpoint_11900000.pth,1795.69,100,21,7
league_ppo_real (score reward)_checkpoint_1400000.pth,1795.59,100,27,6
shoot_left_ppo (without embedding)_checkpoint_2326528.pth,1795.55,100,37,1
league_ppo (misc rewards)_checkpoint_800000.pth,1795.47,100,23,5
league_ppo (score reward)_checkpoint_19600000.pth,1795.42,100,13,6
league_ppo_real (score reward)_checkpoint_2200000.pth,1794.88,100,27,3
league_ppo_real (score reward)_checkpoint_10400000.pth,1793.90,100,19,3
league_ppo (score reward)_checkpoint_12300000.pth,1793.84,100,25,7
league_ppo_regular (score reward)_checkpoint_700000.pth,1793.46,100,27,4
shoot_left_ppo (without embedding)_checkpoint_1277952.pth,1793.36,100,34,1
league_ppo (score reward)_checkpoint_6900000.pth,1793.03,100,35,8
league_ppo (score reward)_checkpoint_15900000.pth,1792.41,100,34,2
shoot_left_ppo (without embedding)_checkpoint_2129920.pth,1792.37,100,34,0
league_ppo_real (score reward)_checkpoint_3800000.pth,1791.74,100,27,1
shoot_left_ppo (without embedding)_checkpoint_917504.pth,1790.80,100,38,4
shoot_left_ppo (without embedding)_checkpoint_851968.pth,1790.57,100,31,2
shoot_left_ppo (without embedding)_checkpoint_1933312.pth,1790.34,100,36,2
shoot_left_ppo (without embedding)_checkpoint_1556480.pth,1790.13,100,31,3
shoot_left_ppo (without embedding)_checkpoint_1343488.pth,1789.03,100,37,1
league_ppo_regular (score reward)_checkpoint_11900000.pth,1789.02,100,27,3
shoot_left_ppo (without embedding)_checkpoint_737280.pth,1788.36,100,43,2
league_ppo_regular (score reward)_checkpoint_2200000.pth,1788.25,100,37,1
league_ppo_regular (score reward)_checkpoint_1100000.pth,1786.09,100,28,3
league_ppo_regular (score reward)_checkpoint_1000000.pth,1785.93,100,30,3
shoot_left_ppo (without embedding)_checkpoint_1064960.pth,1785.82,100,35,2
shoot_left_ppo (without embedding)_checkpoint_2244608.pth,1785.58,100,35,3
league_ppo (score reward)_checkpoint_7900000.pth,1784.14,100,27,23
league_ppo (score reward)_checkpoint_24200000.pth,1783.82,100,27,2
league_ppo_real (score reward)_checkpoint_10200000.pth,1783.33,100,25,9
shoot_left_ppo (without embedding)_checkpoint_950272.pth,1783.21,100,29,0
league_ppo (score reward)_checkpoint_24100000.pth,1782.64,100,39,2
league_ppo_regular (score reward)_checkpoint_14000000.pth,1782.52,100,32,4
league_ppo (score reward)_checkpoint_18300000.pth,1779.84,100,29,4
shoot_left_ppo (without embedding)_checkpoint_786432.pth,1779.72,100,33,3
league_ppo_real (score reward)_checkpoint_400000.pth,1778.68,100,24,5
league_ppo (misc rewards)_checkpoint_4100000.pth,1778.55,100,29,2
shoot_left_ppo (without embedding)_checkpoint_2834432.pth,1777.44,100,31,0
baseline_league_ppo_regular (score reward)_checkpoint_1000000.pth,1777.42,7859,3573,299
shoot_left_ppo (without embedding)_checkpoint_1114112.pth,1777.33,100,32,0
league_ppo (score reward)_checkpoint_17900000.pth,1777.29,100,24,2
shoot_left_ppo (without embedding)_checkpoint_983040.pth,1776.52,100,32,5
shoot_left_ppo (without embedding)_checkpoint_2637824.pth,1775.86,100,36,0
league_ppo_real (score reward)_checkpoint_10100000.pth,1775.71,100,22,11
league_ppo_regular (score reward)_checkpoint_14900000.pth,1775.37,100,29,1
league_ppo_regular (score reward)_checkpoint_10700000.pth,1775.18,100,33,0
league_ppo_real (score reward)_checkpoint_700000.pth,1775.10,100,25,4
league_ppo_real (score reward)_checkpoint_8600000.pth,1774.34,100,26,6
shoot_left_ppo (without embedding)_checkpoint_1294336.pth,1774.15,100,32,1
league_ppo_real (score reward)_checkpoint_13400000.pth,1773.50,100,20,6
league_ppo_regular (score reward)_checkpoint_15300000.pth,1773.32,100,27,2
shoot_left_ppo (without embedding)_checkpoint_507904.pth,1773.14,100,28,3
league_ppo_real (score reward)_checkpoint_9800000.pth,1772.80,100,26,11
league_ppo_regular (score reward)_checkpoint_10600000.pth,1772.70,100,30,2
league_ppo_real (score reward)_checkpoint_8700000.pth,1772.28,100,21,4
league_ppo_regular (score reward)_checkpoint_14200000.pth,1772.15,100,25,1
league_ppo_real (score reward)_checkpoint_10600000.pth,1772.13,100,19,5
league_ppo_regular (score reward)_checkpoint_10800000.pth,1771.05,100,31,2
shoot_left_ppo (without embedding)_checkpoint_2146304.pth,1770.30,100,34,2
shoot_left_ppo (without embedding)_checkpoint_2818048.pth,1769.96,100,33,1
league_ppo_real (score reward)_checkpoint_800000.pth,1769.85,100,19,2
shoot_left_ppo (without embedding)_checkpoint_524288.pth,1769.14,100,36,1
league_ppo (score reward)_checkpoint_17200000.pth,1769.09,100,26,3
shoot_left_ppo (without embedding)_checkpoint_2965504.pth,1768.40,100,32,0
league_ppo_real (score reward)_checkpoint_9700000.pth,1768.11,100,28,6
shoot_left_ppo (without embedding)_checkpoint_2899968.pth,1767.75,100,36,3
shoot_left_ppo (without embedding)_checkpoint_1540096.pth,1765.59,100,31,1
league_ppo (score reward)_checkpoint_17700000.pth,1765.52,100,23,4
shoot_left_ppo (without embedding)_checkpoint_2621440.pth,1765.23,100,33,1
shoot_left_ppo (without embedding)_checkpoint_655360.pth,1763.82,100,29,2
league_ppo_real (score reward)_checkpoint_8300000.pth,1763.79,100,24,4
shoot_left_ppo (without embedding)_checkpoint_1097728.pth,1763.57,100,37,2
shoot_left_ppo (without embedding)_checkpoint_2179072.pth,1763.10,100,26,1
shoot_left_ppo (without embedding)_checkpoint_770048.pth,1762.87,100,32,1
league_ppo_real (score reward)_checkpoint_1100000.pth,1762.13,100,26,3
shoot_left_ppo (without embedding)_checkpoint_2031616.pth,1761.97,100,31,1
shoot_left_ppo (without embedding)_checkpoint_2506752.pth,1761.68,100,27,0
shoot_left_ppo (without embedding)_checkpoint_704512.pth,1760.31,100,34,1
league_ppo (misc rewards)_checkpoint_3400000.pth,1760.05,100,34,3
shoot_left_ppo (without embedding)_checkpoint_2768896.pth,1759.97,100,32,0
shoot_left_ppo (without embedding)_checkpoint_2916352.pth,1759.65,100,30,3
shoot_left_ppo (without embedding)_checkpoint_1982464.pth,1759.43,100,27,2
league_ppo_regular (score reward)_checkpoint_1300000.pth,1759.35,100,32,1
league_ppo (misc rewards)_checkpoint_8300000.pth,1759.20,100,31,7
shoot_left_ppo (without embedding)_checkpoint_2719744.pth,1758.81,100,37,2
shoot_left_ppo (without embedding)_checkpoint_2801664.pth,1758.71,100,34,2
shoot_left_ppo (without embedding)_checkpoint_688128.pth,1758.53,100,33,5
league_ppo_regular (score reward)_checkpoint_11800000.pth,1756.83,100,31,2
league_ppo_regular (score reward)_checkpoint_200000.pth,1756.67,100,25,6
league_ppo_regular (score reward)_checkpoint_500000.pth,1756.24,100,25,5
shoot_left_ppo (without embedding)_checkpoint_2342912.pth,1756.09,100,32,2
league_ppo (score reward)_checkpoint_1800000.pth,1756.06,100,28,6
shoot_left_ppo (without embedding)_checkpoint_1916928.pth,1755.82,100,30,0
shoot_left_ppo (without embedding)_checkpoint_2605056.pth,1754.78,100,33,1
league_ppo (score reward)_checkpoint_9400000.pth,1754.26,100,17,11
league_ppo (score reward)_checkpoint_21900000.pth,1754.24,100,32,3
league_ppo (score reward)_checkpoint_23000000.pth,1753.99,100,30,2
shoot_left_ppo (without embedding)_checkpoint_2670592.pth,1753.97,100,34,2
shoot_left_ppo (without embedding)_checkpoint_2752512.pth,1753.69,100,36,1
league_ppo_regular (score reward)_checkpoint_15200000.pth,1753.54,100,28,2
shoot_left_ppo (without embedding)_checkpoint_720896.pth,1752.88,100,31,0
league_ppo (score reward)_checkpoint_2100000.pth,1752.71,100,25,2
league_ppo_real (score reward)_checkpoint_7600000.pth,1751.66,100,35,3
shoot_left_ppo (without embedding)_checkpoint_1327104.pth,1750.96,100,29,3
league_ppo_regular (score reward)_checkpoint_14100000.pth,1750.78,100,30,0
league_ppo_regular (score reward)_checkpoint_11100000.pth,1749.60,100,24,5
shoot_left_ppo (without embedding)_checkpoint_360448.pth,1749.31,100,32,1
league_ppo_regular (score reward)_checkpoint_11000000.pth,1749.12,100,26,6
shoot_left_ppo (without embedding)_checkpoint_1949696.pth,1748.73,100,34,1
shoot_left_ppo (without embedding)_checkpoint_573440.pth,1747.80,100,33,0
shoot_left_ppo (without embedding)_checkpoint_2211840.pth,1747.77,100,34,1
shoot_left_ppo (without embedding)_checkpoint_2113536.pth,1747.59,100,37,2
shoot_left_ppo (without embedding)_checkpoint_376832.pth,1747.41,100,31,1
league_ppo_real (score reward)_checkpoint_12000000.pth,1747.08,100,13,8
shoot_left_ppo (without embedding)_checkpoint_1212416.pth,1746.63,100,34,0
shoot_left_ppo (without embedding)_checkpoint_2932736.pth,1746.35,100,32,2
shoot_left_ppo (without embedding)_checkpoint_1474560.pth,1745.43,100,26,5
shoot_left_ppo (without embedding)_checkpoint_2408448.pth,1744.65,100,30,4
shoot_left_ppo (without embedding)_checkpoint_458752.pth,1744.35,100,27,7
shoot_left_ppo (without embedding)_checkpoint_2949120.pth,1742.91,100,25,4
league_ppo_regular (score reward)_checkpoint_11700000.pth,1742.90,100,25,4
league_ppo_regular (score reward)_checkpoint_800000.pth,1742.61,100,24,5
shoot_left_ppo (without embedding)_checkpoint_2310144.pth,1742.29,100,30,1
shoot_left_ppo (without embedding)_checkpoint_2097152.pth,1741.68,100,26,1
league_ppo (score reward)_checkpoint_6800000.pth,1741.62,100,25,14
league_ppo_regular (score reward)_checkpoint_15100000.pth,1740.72,100,26,6
league_ppo_regular (score reward)_checkpoint_14400000.pth,1740.00,100,26,4
league_ppo (score reward)_checkpoint_1600000.pth,1739.82,100,25,3
league_ppo (misc rewards)_checkpoint_1600000.pth,1739.13,100,27,1
league_ppo (score reward)_checkpoint_22100000.pth,1738.61,100,20,2
league_ppo (misc rewards)_checkpoint_200000.pth,1738.23,100,9,5
shoot_left_ppo (without embedding)_checkpoint_1409024.pth,1737.91,100,32,4
shoot_left_ppo (without embedding)_checkpoint_2850816.pth,1737.83,100,31,1
league_ppo (score reward)_checkpoint_23500000.pth,1736.39,100,23,3
league_ppo (score reward)_checkpoint_7300000.pth,1736.03,100,16,28
league_ppo_real (score reward)_checkpoint_11800000.pth,1735.61,100,19,7
league_ppo (score reward)_checkpoint_24000000.pth,1735.54,100,21,2
shoot_left_ppo (without embedding)_checkpoint_1196032.pth,1735.22,100,30,1
shoot_left_ppo (without embedding)_checkpoint_2064384.pth,1734.49,100,31,4
league_ppo (score reward)_checkpoint_7700000.pth,1733.75,100,18,11
shoot_left_ppo (without embedding)_checkpoint_966656.pth,1733.50,100,29,1
league_ppo_real (score reward)_checkpoint_11100000.pth,1733.22,100,29,3
league_ppo (score reward)_checkpoint_2000000.pth,1733.03,100,24,6
shoot_left_ppo (without embedding)_checkpoint_2048000.pth,1733.03,100,28,2
league_ppo (score reward)_checkpoint_24500000.pth,1732.44,100,34,0
shoot_left_ppo (without embedding)_checkpoint_180224.pth,1732.34,100,26,2
league_ppo_real (score reward)_checkpoint_10900000.pth,1732.18,100,18,5
shoot_left_ppo (without embedding)_checkpoint_1179648.pth,1732.15,100,28,0
league_ppo (score reward)_checkpoint_12800000.pth,1731.65,100,20,1
shoot_left_ppo (without embedding)_checkpoint_1032192.pth,1731.54,100,26,6
league_ppo_regular (score reward)_checkpoint_14700000.pth,1730.21,100,27,5
league_ppo_regular (score reward)_checkpoint_13700000.pth,1727.81,100,30,1
shoot_left_ppo (without embedding)_checkpoint_2162688.pth,1727.70,100,24,1
league_ppo (misc rewards)_checkpoint_1000000.pth,1727.59,100,23,1
league_ppo (misc rewards)_checkpoint_100000.pth,1726.03,100,19,1
shoot_left_ppo (without embedding)_checkpoint_753664.pth,1725.98,100,32,4
shoot_left_ppo (without embedding)_checkpoint_1507328.pth,1725.51,100,27,2
shoot_left_ppo (without embedding)_checkpoint_999424.pth,1723.71,100,27,1
shoot_left_ppo (without embedding)_checkpoint_1884160.pth,1723.64,100,36,2
shoot_left_ppo (without embedding)_checkpoint_1261568.pth,1723.17,100,29,4
shoot_left_ppo (without embedding)_checkpoint_1802240.pth,1722.76,100,23,3
shoot_left_ppo (without embedding)_checkpoint_1130496.pth,1721.18,100,25,2
shoot_left_ppo (without embedding)_checkpoint_311296.pth,1720.85,100,26,3
shoot_left_ppo (without embedding)_checkpoint_802816.pth,1720.78,100,26,2
league_ppo_real (score reward)_checkpoint_12100000.pth,1720.75,100,14,9
league_ppo_real (score reward)_checkpoint_13300000.pth,1720.47,100,15,6
league_ppo (score reward)_checkpoint_11400000.pth,1720.13,100,18,5
league_ppo (score reward)_checkpoint_8200000.pth,1719.94,100,19,10
shoot_left_ppo (without embedding)_checkpoint_1490944.pth,1719.26,100,30,2
league_ppo_regular (score reward)_checkpoint_13900000.pth,1719.20,100,22,4
shoot_left_ppo (without embedding)_checkpoint_2588672.pth,1718.30,100,25,3
shoot_left_ppo (without embedding)_checkpoint_1654784.pth,1717.92,100,24,5
league_ppo (score reward)_checkpoint_10300000.pth,1717.55,100,20,2
league_ppo (score reward)_checkpoint_10100000.pth,1716.43,100,24,2
shoot_left_ppo (without embedding)_checkpoint_1015808.pth,1715.32,100,27,2
league_ppo (score reward)_checkpoint_9500000.pth,1715.17,100,13,16
shoot_left_ppo (without embedding)_checkpoint_327680.pth,1714.80,100,28,4
shoot_left_ppo (without embedding)_checkpoint_1441792.pth,1714.05,100,25,1
shoot_left_ppo (without embedding)_checkpoint_1851392.pth,1713.96,100,31,3
league_ppo_regular (score reward)_checkpoint_900000.pth,1713.94,100,24,2
league_ppo (score reward)_checkpoint_8400000.pth,1713.61,100,25,8
league_ppo_real (score reward)_checkpoint_13500000.pth,1713.58,100,15,9
league_ppo_real (score reward)_checkpoint_11000000.pth,1713.11,100,22,0
league_ppo_real (score reward)_checkpoint_9500000.pth,1712.43,100,20,7
baseline_league_ppo (misc rewards)_checkpoint_8300000.pth,1711.81,7790,2547,637
shoot_left_ppo (without embedding)_checkpoint_589824.pth,1708.84,100,24,0
shoot_left_ppo (without embedding)_checkpoint_1048576.pth,1708.69,100,29,2
league_ppo (score reward)_checkpoint_10700000.pth,1708.52,100,24,0
league_ppo (score reward)_checkpoint_12700000.pth,1707.72,100,20,3
league_ppo_regular (score reward)_checkpoint_14600000.pth,1706.44,100,22,4
league_ppo (score reward)_checkpoint_8900000.pth,1706.24,100,12,11
league_ppo_real (score reward)_checkpoint_13600000.pth,1706.02,100,17,5
shoot_left_ppo (without embedding)_checkpoint_1228800.pth,1704.54,100,28,2
shoot_left_ppo (without embedding)_checkpoint_1818624.pth,1704.22,100,24,3
shoot_left_ppo (without embedding)_checkpoint_1605632.pth,1703.09,100,31,1
shoot_left_ppo (without embedding)_checkpoint_1458176.pth,1702.72,100,34,0
league_ppo (score reward)_checkpoint_14100000.pth,1702.40,100,18,1
league_ppo_regular (score reward)_checkpoint_1200000.pth,1702.26,100,22,2
league_ppo_real (score reward)_checkpoint_13200000.pth,1701.84,100,17,5
league_ppo (score reward)_checkpoint_10900000.pth,1701.72,100,17,2
shoot_left_ppo (without embedding)_checkpoint_1753088.pth,1700.44,100,25,2
league_ppo (misc rewards)_checkpoint_900000.pth,1699.92,100,18,1
league_ppo_regular (score reward)_checkpoint_15000000.pth,1699.65,100,18,0
league_ppo (misc rewards)_checkpoint_5100000.pth,1699.50,100,16,6
shoot_left_ppo (without embedding)_checkpoint_2555904.pth,1699.34,100,25,1
shoot_left_ppo (without embedding)_checkpoint_2703360.pth,1698.61,100,20,4
shoot_left_ppo (without embedding)_checkpoint_606208.pth,1698.21,100,25,3
league_ppo_real (score reward)_checkpoint_10500000.pth,1697.32,100,16,1
shoot_left_ppo (without embedding)_checkpoint_1376256.pth,1696.67,100,27,2
shoot_left_ppo (without embedding)_checkpoint_1163264.pth,1696.47,100,27,0
shoot_left_ppo (without embedding)_checkpoint_1081344.pth,1695.72,100,22,3
league_ppo (score reward)_checkpoint_7000000.pth,1695.41,100,17,21
league_ppo_real (score reward)_checkpoint_9400000.pth,1695.27,100,15,5
league_ppo (score reward)_checkpoint_400000.pth,1692.71,100,19,4
shoot_left_ppo (without embedding)_checkpoint_1835008.pth,1692.69,100,22,7
shoot_left_ppo (without embedding)_checkpoint_2195456.pth,1690.16,100,22,2
shoot_left_ppo (without embedding)_checkpoint_1671168.pth,1689.43,100,20,2
league_ppo (score reward)_checkpoint_12600000.pth,1688.75,100,20,1
league_ppo (score reward)_checkpoint_7800000.pth,1688.51,100,7,23
league_ppo (misc rewards)_checkpoint_4700000.pth,1687.52,100,10,2
league_ppo (score reward)_checkpoint_7200000.pth,1687.48,100,14,21
league_ppo_real (score reward)_checkpoint_600000.pth,1687.03,100,14,4
shoot_left_ppo (without embedding)_checkpoint_638976.pth,1686.38,100,24,5
shoot_left_ppo (without embedding)_checkpoint_1425408.pth,1685.71,100,24,0
league_ppo (score reward)_checkpoint_8100000.pth,1685.52,100,12,4
league_ppo (score reward)_checkpoint_14500000.pth,1684.90,100,22,5
shoot_left_ppo (without embedding)_checkpoint_671744.pth,1684.32,100,22,1
shoot_left_ppo (without embedding)_checkpoint_2277376.pth,1684.32,100,23,1
league_ppo (score reward)_checkpoint_10400000.pth,1684.22,100,11,0
shoot_left_ppo (without embedding)_checkpoint_1359872.pth,1683.79,100,24,2
league_ppo (score reward)_checkpoint_20900000.pth,1680.78,100,16,1
league_ppo (misc rewards)_checkpoint_500000.pth,1677.08,100,10,6
league_ppo (score reward)_checkpoint_22400000.pth,1677.05,100,16,1
baseline_league_ppo (misc rewards)_checkpoint_1100000.pth,1676.38,7658,3445,192
shoot_left_ppo (without embedding)_checkpoint_1310720.pth,1675.94,100,24,0
league_ppo (score reward)_checkpoint_15500000.pth,1675.83,100,23,1
shoot_left_ppo (without embedding)_checkpoint_1720320.pth,1675.60,100,16,7
baseline_league_ppo (score reward)_checkpoint_12500000.pth,1675.34,7915,2424,435
league_ppo (score reward)_checkpoint_10500000.pth,1674.96,100,14,3
league_ppo_real (score reward)_checkpoint_10300000.pth,1673.63,100,11,5
shoot_left_ppo (without embedding)_checkpoint_1638400.pth,1673.46,100,18,3
shoot_left_ppo (without embedding)_checkpoint_442368.pth,1673.31,100,20,3
shoot_left_ppo (without embedding)_checkpoint_1392640.pth,1671.20,100,20,0
shoot_left_ppo (without embedding)_checkpoint_1622016.pth,1670.75,100,18,1
league_ppo (score reward)_checkpoint_1900000.pth,1670.42,100,17,2
league_ppo (score reward)_checkpoint_7500000.pth,1669.50,100,10,8
league_ppo (score reward)_checkpoint_9900000.pth,1668.96,100,15,3
